epoch,accuracy,loss
0,0.5020455718040466,1.3868354558944702
1,0.554363489151001,1.25410795211792
2,0.5770949125289917,1.1964417695999146
3,0.5934171080589294,1.155463695526123
4,0.6064354777336121,1.1217221021652222
5,0.6172360777854919,1.0936940908432007
6,0.626481294631958,1.0703648328781128
